"sample_name","sample_id_PPR","unique_replicate_id","RUSH ID #","batch_id","sample_id","replicate_id","RUSH Project Batch Name","figure","Figure","George Figure number","experiment_type","sampling_device","bar_name","location","environment","extraction_method","control_type","environmental_sample","control_sample","dna_kit","microbial_type","sample_reads","bar_fill","bar_type_2","bar_type","bar_color","bar_axis_2","bar_axis","percent_recovery_dpcr","percent_recovery_qpcr","copies_original_dpcr_log10","copies_original_qpcr_log10","copies_rxn_dpcr_log10","copies_rxn_qpcr_log10","copies_original_dpcr","copies_original_qpcr","copies_rxn_dpcr","copies_rxn_qpcr","16s_rrna_copy_sample","16s_rrna_copy_rxn","cq_se_rxn","cq_sd_rxn","cq_mean_rxn","quantity_sd_ng_rxn","quantity_mean_sample","quantity_mean_ng_rxn","qpcr_volume_ul","dna_eluent_volume_ul","cell_count_estimate","cell_concentration","surface_area_cm2","processing_volume_ul","processing_solution","concentrated","sample_type","extraction_handling","sample_number","date","Total Copies in Orginal Sample (50uL) [dPCR copies*dil*50]","Total Copies in Undiluted Sample (1 µL) [Dil*dPCR Copies]","Final Dilution ","Digital Comments","Copies in Sample [dPCR]","Conversion factor","Total volume [¬µl]","Template volume [¬µl]","Volume per well [¬µl]","Threshold","Partitions (Negative)","Partitions (Positive)","Partitions (Valid)","CI (95%)","Conc. [cp/¬µL] (dPCR reaction)","Exp Type","Cell Count (Cells/50 ¬µL","Sample Description","DNA Qubit (ng/uL)","Project Name ID","Sequencing Name ID ","experiment","table_file","project_name"
"7_SAFc_Ma_L4","290_PPR_7_SAFc_Ma_L4_S232_L002","7-SAFc-Ma-L4","7-SAFc-Ma-L4","batch_7","7_SAFc_Ma_L4","rep_1","2nd Exp - 450 - PPR - Orange Set","5A","5A/5B","Figure 5A/5B [Blue Dots]","environmental","cotton",NA,"Loc_4","saf_floor","mag_beads","sample","yes","no","maxwell","NA",4466788,"gray1",NA,NA,NA,NA,NA,NA,NA,3.87621784059164,4.51860208213787,2.17695898058691,3.12066207346583,"7520","33006.698196472091","150.30000000000001","1320.2679278588835","33006.698196472091","1320.2679278588835","4.897E-2","8.4820000000000007E-2","27.812000000000001","5.0607025314067477E-5","2.3978676414308519E-2","9.5914705657234071E-4",2,50,"1410.5103773122657","NA","25",100,"water","yes","NA","automated",165,2023-12-11,"7520","150.30000000000001","1",NA,150.3,6,12,2,2.889,14.75,8198,70,8268,"0.23400000000000001","25.1",NA,"1410.51","Batch #7, SAF, Cotton, Maxwell, Location #4","5.0000000000000001E-4","290_PPR","290_PPR_7-SAFc-Ma-L4","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFc_Ma_L5","291_PPR_7_SAFc_Ma_L5_S233_L002","7-SAFc-Ma-L5","7-SAFc-Ma-L5","batch_7","7_SAFc_Ma_L5","rep_1","2nd Exp - 450 - PPR - Orange Set","5A","5A/5B","Figure 5A/5B [Blue Dots]","environmental","cotton",NA,"Loc_5","saf_floor","mag_beads","sample","yes","no","maxwell","NA",6353288,"gray1",NA,NA,NA,NA,NA,NA,NA,4.04921802267018,4.30945407673851,2.34966598409663,2.91151406806647,"11200","20391.730215309733","223.7","815.6692086123893","20391.730215309733","815.6692086123893","1.7430000000000001E-2","3.0200000000000001E-2","28.583600000000001","1.1104938592997549E-5","1.4814165823258653E-2","5.9256663293034615E-4",2,50,"871.42151901521493","NA","25",100,"water","yes","NA","automated",166,2023-12-11,"11200","223.7","1",NA,223.7,6,12,2,2.889,14.75,8165,104,8269,"0.192","37.299999999999997",NA,"871.42","Batch #7, SAF, Cotton, Maxwell, Location #5","2.9999999999999997E-4","291_PPR","291_PPR_7-SAFc-Ma-L5","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFc_Ma_L6","292_PPR_7_SAFc_Ma_L6_S234_L002","7-SAFc-Ma-L6","7-SAFc-Ma-L6","batch_7","7_SAFc_Ma_L6","rep_1","2nd Exp - 450 - PPR - Orange Set","5A","5A/5B","Figure 5A/5B [Blue Dots]","environmental","cotton",NA,"Loc_6","saf_floor","mag_beads","sample","yes","no","maxwell","NA",4472012,"gray1",NA,NA,NA,NA,NA,NA,NA,3.59769518592551,3.99545777208691,1.89872518158949,2.59751776341487,"3960","9895.9563747894281","79.2","395.83825499157712","9895.9563747894281","395.83825499157712","3.9359999999999999E-2","6.8169999999999994E-2","29.744800000000001","1.2311191446189996E-5","7.1892054851627708E-3","2.8756821940651084E-4",2,50,"422.89444030369242","NA","25",100,"water","yes","NA","automated",167,2023-12-11,"3960","79.2","1",NA,79.2,6,12,2,2.889,14.75,8240,37,8277,"0.32200000000000001","13.2",NA,"422.89","Batch #7, SAF, Cotton, Maxwell, Location #6","1E-4","292_PPR","292_PPR_7-SAFc-Ma-L6","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFc_Ma_L7","293_PPR_7_SAFc_Ma_L7_S235_L002","7-SAFc-Ma-L7","7-SAFc-Ma-L7","batch_7","7_SAFc_Ma_L7","rep_1","2nd Exp - 450 - PPR - Orange Set","5A","5A/5B","Figure 5A/5B [Blue Dots]","environmental","cotton",NA,"Loc_7","saf_floor","mag_beads","sample","yes","no","maxwell","NA",4122464,"gray1",NA,NA,NA,NA,NA,NA,NA,3.72916478969277,4.20321643082076,2.03019478535675,2.80527642214872,"5360","15966.746524223534","107.2","638.66986096894129","15966.746524223534","638.66986096894129","6.0170000000000001E-2","0.10421999999999999","28.978300000000001","2.9849952209399835E-5","1.1599507651891196E-2","4.639803060756478E-4",2,50,"682.32397952301153","NA","25",100,"water","yes","NA","automated",168,2023-12-11,"5360","107.2","1",NA,107.2,6,12,2,2.889,14.75,8222,50,8272,"0.27700000000000002","17.899999999999999",NA,"682.32","Batch #7, SAF, Cotton, Maxwell, Location #7","2.0000000000000001E-4","293_PPR","293_PPR_7-SAFc-Ma-L7","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFm_Ma_L1","294_PPR_7_SAFm_Ma_L1_S236_L002","7-SAFm-Ma-L1","7-SAFm-Ma-L1","batch_7","7_SAFm_Ma_L1","rep_1","2nd Exp - 450 - PPR - Orange Set","5A","5A/5B","Figure 5A/5B [Red Dots]","environmental","macrofoam",NA,"Loc_1","saf_floor","mag_beads","sample","yes","no","maxwell","NA",508754,"gray3",NA,NA,NA,NA,NA,NA,NA,3.03742649794062,3.88564762197371,1.33645973384853,2.48770761330167,"1090","7685.0663603515914","21.7","307.40265441406365","7685.0663603515914","307.40265441406365","3.431E-2","5.9420000000000001E-2","30.150400000000001","8.2449566587386779E-6","5.583040096299452E-3","2.2332160385197806E-4",2,50,"328.41412331173245","NA","25",100,"water","yes","NA","automated",169,2023-12-11,"1090","21.7","1",NA,21.7,6,12,2,2.889,14.75,8133,10,8143,"0.62","3.6",NA,"328.41","Batch #7, SAF, Macrofoam, Maxwell, Location #1","1E-4","294_PPR","294_PPR_7-SAFm-Ma-L1","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFm_Ma_L2","295_PPR_7_SAFm_Ma_L2_S237_L002","7-SAFm-Ma-L2","7-SAFm-Ma-L2","batch_7","7_SAFm_Ma_L2","rep_1","2nd Exp - 450 - PPR - Orange Set","5A","5A/5B","Figure 5A/5B [Red Dots]","environmental","macrofoam",NA,"Loc_2","saf_floor","mag_beads","sample","yes","no","maxwell","NA",1309140,"gray3",NA,NA,NA,NA,NA,NA,NA,3.26007138798507,3.70733871595991,1.56110138364906,2.30939870728788,"1820","5097.2826451969895","36.4","203.89130580787958","5097.2826451969895","203.89130580787958","4.6890000000000001E-2","8.1210000000000004E-2","30.809899999999999","7.3886484053910633E-6","3.7030693107774492E-3","1.4812277243109797E-4",2,50,"217.82760651632054","NA","25",100,"water","yes","NA","automated",170,2023-12-11,"1820","36.4","1",NA,36.4,6,12,2,2.889,14.75,8254,17,8271,"0.47499999999999998","6.1",NA,"217.83","Batch #7, SAF, Macrofoam, Maxwell, Location #2","1E-4","295_PPR","295_PPR_7-SAFm-Ma-L2","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFm_Ma_L3","296_PPR_7_SAFm_Ma_L3_S238_L002","7-SAFm-Ma-L3","7-SAFm-Ma-L3","batch_7","7_SAFm_Ma_L3","rep_1","2nd Exp - 450 - PPR - Orange Set","5A","5A/5B","Figure 5A/5B [Red Dots]","environmental","macrofoam",NA,"Loc_3","saf_floor","mag_beads","sample","yes","no","maxwell","NA",279006,"gray3",NA,NA,NA,NA,NA,NA,NA,2.63144376901317,3.38196916350146,0.934498451243568,1.98402915482943,"428","2409.7343226511002","8.6","96.389372906044002","2409.7343226511002","96.389372906044002","0.17537","0.30375999999999997","32.029499999999999","1.2603770974837125E-5","1.7506216230219502E-3","7.0024864920878007E-5",2,50,"102.97774253070295","NA","25",100,"water","yes","NA","automated",171,2023-12-11,"428","8.6","1",NA,8.6,6,12,2,2.889,14.75,8248,4,8252,"0.98","1.4",NA,"102.98","Batch #7, SAF, Macrofoam, Maxwell, Location #3","0","296_PPR","296_PPR_7-SAFm-Ma-L3","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFm_Ma_L4","297_PPR_7_SAFm_Ma_L4_S239_L002","7-SAFm-Ma-L4","7-SAFm-Ma-L4","batch_7","7_SAFm_Ma_L4","rep_1","2nd Exp - 450 - PPR - Orange Set","5A","5A/5B","Figure 5A/5B [Red Dots]","environmental","macrofoam",NA,"Loc_4","saf_floor","mag_beads","sample","yes","no","maxwell","NA",545646,"gray3",NA,NA,NA,NA,NA,NA,NA,3.23299611039215,4.05826755384739,1.53529412004277,2.66032754517535,"1710","11435.826396298735","34.299999999999997","457.43305585194946","11435.826396298735","457.43305585194946","3.2280000000000003E-2","5.5919999999999997E-2","29.5124","1.1589635115193407E-5","8.3078888731852839E-3","3.3231555492741133E-4",2,50,"488.69934548148728","NA","25",100,"water","yes","NA","automated",172,2023-12-11,"1710","34.299999999999997","1",NA,34.3,6,12,2,2.889,14.75,8245,16,8261,"0.49","5.7",NA,"488.7","Batch #7, SAF, Macrofoam, Maxwell, Location #4","2.0000000000000001E-4","297_PPR","297_PPR_7-SAFm-Ma-L4","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFm_Ma_L5","298_PPR_7_SAFm_Ma_L5_S240_L002","7-SAFm-Ma-L5","7-SAFm-Ma-L5","batch_7","7_SAFm_Ma_L5","rep_1","2nd Exp - 450 - PPR - Orange Set","5A","5A/5B","Figure 5A/5B [Red Dots]","environmental","macrofoam",NA,"Loc_5","saf_floor","mag_beads","sample","yes","no","maxwell","NA",2682,"gray3",NA,NA,NA,NA,NA,NA,NA,0,2.54182440690743,0,1.14388439823539,"0","348.19650444449752","0","13.927860177779902","348.19650444449752","13.927860177779902","2.64E-2","4.573E-2","35.116199999999999","2.8803374257921647E-7","2.5295748332562252E-4","1.0118299333024901E-5",2,50,"14.879851960330736","NA","25",100,"water","yes","NA","automated",173,2023-12-11,"0","0","1",NA,0,6,12,2,2.889,14.75,8250,0,8250,"-","0",NA,"14.88","Batch #7, SAF, Macrofoam, Maxwell, Location #5","0","298_PPR","298_PPR_7-SAFm-Ma-L5","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFm_Ma_L6","299_PPR_7_SAFm_Ma_L6_S241_L002","7-SAFm-Ma-L6","7-SAFm-Ma-L6","batch_7","7_SAFm_Ma_L6","rep_1","2nd Exp - 450 - PPR - Orange Set","5A","5A/5B","Figure 5A/5B [Red Dots]","environmental","macrofoam",NA,"Loc_6","saf_floor","mag_beads","sample","yes","no","maxwell","NA",17148,"gray3",NA,NA,NA,NA,NA,NA,NA,2.50650503240487,1.9299838066502,0.806179973983887,0.532043797978165,"321","85.11063027795241","6.4","3.4044252111180962","85.11063027795241","3.4044252111180962","0.54076000000000002","0.93662000000000001","37.570500000000003","1.55455754039337E-6","6.1831094122313769E-5","2.4732437648925506E-6",2,50,"3.637123183665516","NA","25",100,"water","yes","NA","automated",174,2023-12-11,"321","6.4","1",NA,6.4,6,12,2,2.889,14.75,8266,3,8269,"1.0640000000000001","1.1000000000000001",NA,"3.64","Batch #7, SAF, Macrofoam, Maxwell, Location #6","0","299_PPR","299_PPR_7-SAFm-Ma-L6","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFm_Ma_L7","300_PPR_7_SAFm_Ma_L7_S242_L002","7-SAFm-Ma-L7","7-SAFm-Ma-L7","batch_7","7_SAFm_Ma_L7","rep_1","2nd Exp - 450 - PPR - Orange Set","5A","5A/5B","Figure 5A/5B [Red Dots]","environmental","macrofoam",NA,"Loc_7","saf_floor","mag_beads","sample","yes","no","maxwell","NA",5552,"gray3",NA,NA,NA,NA,NA,NA,NA,2.33041377334919,2.40495930736741,0.633468455579587,1.00701929869537,"214","254.0734632009262","4.3","10.162938528037047","254.0734632009262","10.162938528037047","0.72568999999999995","1.2569300000000001","35.927700000000002","5.2264631492811437E-6","1.8457906099219915E-4","7.3831624396879658E-6",2,50,"10.857591823070539","NA","25",100,"water","yes","NA","automated",175,2023-12-11,"214","4.3","1",NA,4.3,6,12,2,2.889,14.75,8259,2,8261,"1.1910000000000001","0.7",NA,"10.86","Batch #7, SAF, Macrofoam, Maxwell, Location #7","0","300_PPR","300_PPR_7-SAFm-Ma-L7","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_NCec_Ma_1","301_PPR_7_NCec_Ma_1_S243_L002","7-NCec-Ma-1","7-NCec-Ma-1","batch_7","7_NCec_Ma_1","rep_1","2nd Exp - 450 - PPR - Orange Set","2","2","Figure 2 [Bar 7]","environmental","cotton","Cotton Wet + Metal","NA","saf_floor","mag_beads","environmental_control","yes","yes","maxwell","NA",912606,"gray1","Metal Wet","Metal","Cotton","Cotton","Cotton Wet",NA,NA,2.93247376467715,3.66677180005538,1.23299611039215,2.26883179138335,"856","4642.7125988312901","17.100000000000001","185.70850395325164","4642.7125988312901","185.70850395325164","0.12165114633773162","0.2107059662559477","30.967478123031459","1.7055636174239409E-5","3.3728336724061637E-3","1.3491334689624655E-4",2,50,"198.40198072977435","NA","NA",100,"water","yes","NA","automated",176,2023-12-11,"856","17.100000000000001","1",NA,17.1,6,12,2,2.889,14.75,8256,8,8264,"0.69299999999999995","2.9",NA,"198.4","Batch #7, SAF, Negative Control, Environmental, Cotton, Maxwell, Sample #1","1E-4","301_PPR","301_PPR_7-NCec-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_NCem_Ma_1","302_PPR_7_NCem_Ma_1_S244_L002","7-NCem-Ma-1","7-NCem-Ma-1","batch_7","7_NCem_Ma_1","rep_1","2nd Exp - 450 - PPR - Orange Set","2","2","Figure 2 [Bar 8]","environmental","macrofoam","Macrofoam Wet + Metal","NA","saf_floor","mag_beads","environmental_control","yes","yes","maxwell","NA",404,"gray3","Metal Wet","Metal","Macrofoam","Macrofoam","Macrofoam Wet",NA,NA,2.33243845991561,2.16186122916156,0.633468455579587,0.76392122048952,"215","145.16476960691017","4.3","5.8065907842764073","145.16476960691017","5.8065907842764073","0.36105954900716303","0.62537348343831134","36.605952176171726","1.7764572216852787E-6","1.0545917123978785E-4","4.2183668495915141E-6",2,50,"6.203480661163991","NA","NA",100,"water","yes","NA","automated",177,2023-12-11,"215","4.3","1",NA,4.3,6,12,2,2.889,14.75,8242,2,8244,"1.1910000000000001","0.7",NA,"6.2","Batch #7, SAF, Negative Control, Environmental, Maxwell, Maxwell, Sample #1","0","302_PPR","302_PPR_7-NCem-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_NCw_Ma_1","303_PPR_7_NCw_Ma_1_S245_L002","7-NCw-Ma-1","7-NCw-Ma-1","batch_7","7_NCw_Ma_1","rep_1","2nd Exp - 450 - PPR - Orange Set","2","2","Figure 2 [Bar 9]","environmental","NA","Water Only","NA","saf_floor","mag_beads","water_control","no","yes","maxwell","NA",251336,"gray1","Mastermix","Mastermix","Water","Water","Water",NA,NA,2.50514997831991,3.69292437540244,0.806179973983887,2.2949843667304,"320","4930.8793405565566","6.4","197.23517362226227","4930.8793405565566","197.23517362226227","0.18627105887572901","0.32263093795241632","30.884059558301345","2.9972338592757104E-5","3.5821807877118184E-3","1.4328723150847274E-4",2,50,"210.71651692422461","NA","NA",100,"water","yes","water_control","automated",178,2023-12-11,"320","6.4","1",NA,6.4,6,12,2,2.889,14.75,8269,3,8272,"1.0640000000000001","1.1000000000000001",NA,"210.72","Batch #7, Negative Control Water, Maxwell, Sample #1","1E-4","303_PPR","303_PPR_7-NCw-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_NCw_Ma_2","304_PPR_7_NCw_Ma_2_S246_L002","7-NCw-Ma-2","7-NCw-Ma-2","batch_7","7_NCw_Ma_2","rep_2","2nd Exp - 450 - PPR - Orange Set","2","2","Figure 2 [Bar 9]","environmental","NA","Water Only","NA","saf_floor","mag_beads","water_control","no","yes","maxwell","NA",7084,"gray1","Mastermix","Mastermix","Water","Water","Water",NA,NA,0,2.62249335519159,0,1.22455334651955,"0","419.26958171164864","0","16.770783268465941","419.26958171164864","16.770783268465941","4.2918387680396991E-2","7.4336828041385763E-2","34.818770638928768","5.7155684206363165E-7","3.0459058856425314E-4","1.2183623542570125E-5",2,50,"17.917093444956066","NA","NA",100,"water","yes","water_control","automated",179,2023-12-11,"0","0","1",NA,0,6,12,2,2.889,14.75,8253,0,8253,"-","0",NA,"17.920000000000002","Batch #7, Negative Control Water, Maxwell, Sample #2","0","304_PPR","304_PPR_7-NCw-Ma-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_PCc_Ma_1","305_PPR_7_PCc_Ma_1_S247_L002","7-PCc-Ma-1","7-PCc-Ma-1","batch_7","7_PCc_Ma_1","rep_1","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","NA",NA,"NA","saf_floor","mag_beads","positive_control","no","yes","maxwell","atcc",25351474,NA,NA,NA,NA,NA,NA,NA,NA,7.54900326202579,8.09766438179389,5.84984919560526,6.69972437312185,"35400000","125217313.47203751","707700","5008692.5388815003","125217313.47203751","5008692.5388815003","1.3769999999999999E-2","2.3859999999999999E-2","14.584199999999999","5.385972765386432E-2","90.967761250834471","3.6387104500333787",2,50,"5351044.7794608511","2000000","NA",100,"water","yes","2.00E+6","automated",180,2023-12-11,"35400000","707700","350",NA,2022,6,12,2,2.889,14.75,7375,894,8269,"6.6000000000000003E-2","337",NA,"5351044.78","Batch #7, Positive Control w/ Centrifugation, Maxwell, Sample #1","1.8193999999999999","305_PPR","305_PPR_7-PCc-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_PCc_Ma_2","306_PPR_7_PCc_Ma_2_S248_L002","7-PCc-Ma-2","7-PCc-Ma-2","batch_7","7_PCc_Ma_2","rep_2","2nd Exp - 450 - PPR - Orange Set","",NA,NA,"environmental","NA",NA,"NA","saf_floor","mag_beads","positive_control","no","yes","maxwell","atcc",95032728,NA,NA,NA,NA,NA,NA,NA,NA,8.04139268515823,7.55462017181499,6.34360944547963,6.15668016314295,"110000000","35860816.351865925","2206020","1434432.6540746372","35860816.351865925","1434432.6540746372","6.08E-2","0.1053","16.593299999999999","6.9616309440858185E-2","26.05213360439204","1.0420853441756817",2,50,"1532478.4473171788","2000000","NA",100,"water","yes","2.00E+6","automated",181,2023-12-11,"110000000","2206020","100",NA,22060.2,6,12,2,2.889,14.75,2372,5892,8264,"2.7E-2","3676.7",NA,"1532478.45","Batch #7, Positive Control w/ Centrifugation, Maxwell, Sample #2","0.52100000000000002","306_PPR","306_PPR_7-PCc-Ma-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFp_Ma_L1","307_PPR_7_SAFp_Ma_L1_S249_L002","7-SAFp-Ma-L1","7-SAFp-Ma-L1","batch_7","7_SAFp_Ma_L1","rep_1","2nd Exp - 450 - PPR - Orange Set","5B","5C/5D","Figure 5C/5D [Purple Dots]","environmental","Polyester Wipe",NA,"Loc_1","saf_floor","mag_beads","sample","yes","no","maxwell","NA",12024428,"gray1",NA,NA,NA,NA,NA,NA,NA,5.37291200297011,5.81909028874572,3.69323435203484,4.42115028007368,"236000","659310.95010855456","4934.3999999999996","26372.438004342184","659310.95010855456","26372.438004342184","8.3800337900969635E-2","0.14514644293591925","23.423302104035773","1.7093981669794973E-3","0.47897562594592147","1.9159025037836858E-2",2,50,"28175.036820348323","NA","1000",100,"pbs","yes","NA","automated",185,2023-12-13,"236000","4934.3999999999996","2",NA,2467.2,6,12,2,2.889,14.75,7182,1076,8258,"0.06","411.2",NA,"28175.040000000001","Batch # 7, SAF, Polyester Wipe, Maxwell, Location #1","9.5999999999999992E-3","307_PPR","307_PPR_7-SAFp-Ma-L1","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFp_Ma_L2","308_PPR_7_SAFp_Ma_L2_S250_L002","7-SAFp-Ma-L2","7-SAFp-Ma-L2","batch_7","7_SAFp_Ma_L2","rep_1","2nd Exp - 450 - PPR - Orange Set","5B","5C/5D","Figure 5C/5D [Purple Dots]","environmental","Polyester Wipe",NA,"Loc_2","saf_floor","mag_beads","sample","yes","no","maxwell","NA",9166366,"gray1",NA,NA,NA,NA,NA,NA,NA,5.14301480025409,5.4297577035808,3.44382603137754,4.03181769490876,"139000","269003.35936042864","2778.6","10760.134374417146","269003.35936042864","10760.134374417146","8.2229622171087272E-2","0.14242588348751536","24.894615663169219","6.9161788478501668E-4","0.19542531852383563","7.8170127409534253E-3",2,50,"11495.606971990332","NA","1000",100,"pbs","yes","NA","automated",186,2023-12-13,"139000","2778.6","1",NA,2778.6,6,12,2,2.889,14.75,7055,1201,8256,"5.7000000000000002E-2","463.1",NA,"11495.61","Batch # 7, SAF, Polyester Wipe, Maxwell, Location #2","3.8999999999999998E-3","308_PPR","308_PPR_7-SAFp-Ma-L2","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFp_Ma_L3","309_PPR_7_SAFp_Ma_L3_S251_L002","7-SAFp-Ma-L3","7-SAFp-Ma-L3","batch_7","7_SAFp_Ma_L3","rep_1","2nd Exp - 450 - PPR - Orange Set","5B","5C/5D","Figure 5C/5D [Purple Dots]","environmental","Polyester Wipe",NA,"Loc_3","saf_floor","mag_beads","sample","yes","no","maxwell","NA",9615478,"gray1",NA,NA,NA,NA,NA,NA,NA,4.77085201164214,5.33072380077831,3.07173476387976,3.93278379210627,"59000","214152.8215513076","1179.5999999999999","8566.112862052305","214152.8215513076","8566.112862052305","6.1805353484461312E-2","0.10705001241484113","25.267036672363592","4.0038666353519573E-4","0.15557754915754718","6.2231019663018874E-3",2,50,"9151.6205386792462","NA","1000",100,"pbs","yes","NA","automated",187,2023-12-13,"59000","1179.5999999999999","1",NA,1179.6,6,12,2,2.889,14.75,7735,534,8269,"8.5000000000000006E-2","196.6",NA,"9151.6200000000008","Batch # 7, SAF, Polyester Wipe, Maxwell, Location #3","3.0999999999999999E-3","309_PPR","309_PPR_7-SAFp-Ma-L3","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFp_Ma_L4","310_PPR_7_SAFp_Ma_L4_S252_L002","7-SAFp-Ma-L4","7-SAFp-Ma-L4","batch_7","7_SAFp_Ma_L4","rep_1","2nd Exp - 450 - PPR - Orange Set","5B","5C/5D","Figure 5C/5D [Purple Dots]","environmental","Polyester Wipe",NA,"Loc_4","saf_floor","mag_beads","sample","yes","no","maxwell","NA",7558642,"gray1",NA,NA,NA,NA,NA,NA,NA,4.89707700320942,5.37827633440781,3.19827209846935,3.98033632573577,"78900","238933.10912683839","1578.6","9557.3243650735367","238933.10912683839","9557.3243650735367","6.2185911965613724E-2","0.10770915903944836","25.087391308863943","4.6283196203396494E-4","0.17357991018409402","6.9431964073637612E-3",2,50,"10210.58295200553","NA","1000",100,"pbs","yes","NA","automated",188,2023-12-13,"78900","1578.6","1",NA,1578.6,6,12,2,2.889,14.75,7557,706,8263,"7.3999999999999996E-2","263.10000000000002",NA,"10210.58","Batch # 7, SAF, Polyester Wipe, Maxwell, Location #4","3.5000000000000001E-3","310_PPR","310_PPR_7-SAFp-Ma-L4","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFp_Ma_L5","311_PPR_7_SAFp_Ma_L5_S253_L002","7-SAFp-Ma-L5","7-SAFp-Ma-L5","batch_7","7_SAFp_Ma_L5","rep_1","2nd Exp - 450 - PPR - Orange Set","5B","5C/5D","Figure 5C/5D [Purple Dots]","environmental","Polyester Wipe",NA,"Loc_5","saf_floor","mag_beads","sample","yes","no","maxwell","NA",10782826,"gray1",NA,NA,NA,NA,NA,NA,NA,5.12057393120585,5.39226620568783,3.42258983985148,3.99432619701579,"132000","246755.13871518994","2646","9870.2055486075969","246755.13871518994","9870.2055486075969","4.6917055074589778E-2","8.1262723130696712E-2","25.033485823916863","3.5810599147366814E-4","0.17926245120306439","7.1704980481225753E-3",2,50,"10544.850070768494","NA","1000",100,"pbs","yes","NA","automated",189,2023-12-13,"132000","2646","1",NA,2646,6,12,2,2.889,14.75,7034,1136,8170,"5.8000000000000003E-2","441",NA,"10544.85","Batch # 7, SAF, Polyester Wipe, Maxwell, Location #5","3.5999999999999999E-3","311_PPR","311_PPR_7-SAFp-Ma-L5","PPR","Merged_Genus_raw_abund.csv","PPR"
"7_SAFp_Ma_L6","312_PPR_7_SAFp_Ma_L6_S254_L002","7-SAFp-Ma-L6","7-SAFp-Ma-L6","batch_7","7_SAFp_Ma_L6","rep_1","2nd Exp - 450 - PPR - Orange Set","5B","5C/5D","Figure 5C/5D [Purple Dots]","environmental","Polyester Wipe",NA,"Loc_6","saf_floor","mag_beads","sample","yes","no","maxwell","NA",7936910,"gray1",NA,NA,NA,NA,NA,NA,NA,4.90579588036787,5.31305394158485,3.20677192305558,3.91511393291281,"80500","205614.59639175906","1609.8","8224.5838556703638","205614.59639175906","8224.5838556703638","1.3182606386058716E-2","2.2832944036835636E-2","25.331617822205619","8.3379590346117655E-5","0.14937470702427361","5.9749882809709441E-3",2,50,"8786.7474720160953","NA","1000",100,"pbs","yes","NA","automated",190,2023-12-13,"80500","1609.8","1",NA,1609.8,6,12,2,2.889,14.75,7549,720,8269,"7.2999999999999995E-2","268.3",NA,"8786.75","Batch # 7, SAF, Polyester Wipe, Maxwell, Location #6","3.0000000000000001E-3","312_PPR","312_PPR_7-SAFp-Ma-L6","PPR","Merged_Genus_raw_abund.csv","PPR"
